Departamento,Municipio,Fecha del accidente,Año,Mes,Latitude,Longitude,Cod_dane_muni,Cod_dane_depto,Tipo de lugar,Presunto actor responsable,Tipo de área,Id_imsma evento,Condicion,Genero,Estado,Rango de edad,Actividad,Id_imsma_victima
Antioquia,Granada,2004-11-26 15:00:00,2004,11,6.111667,-75.095833,5313,5,Sin información,FARC,Rural,ACF_PP_2004_1773,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3688
Huila,Colombia,2009-03-02 12:00:00,2009,3,3.375361,-74.802161,41206,41,Sin información,Desconocido,Rural,AFD_PP_2009_504,Civil,Hombre,Herido,Mayor de 18 años,Transito por via usual,VIC_PP_2009_731
Norte de Santander,El tarra,2008-10-16 00:00:00,2008,10,8.58341,-73.0921120209,54250,54,Sin información,Desconocido,Rural,AFD_PP_2008_5015,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_5028
Meta,Puerto rico,2006-03-01 00:00:00,2006,3,2.939542,-73.207891,50590,50,Sin información,Desconocido,Rural,AFD_PP_2006_5012,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2006_5021
Cauca,Balboa,2006-09-08 00:00:00,2006,9,2.039527,-77.217142,19075,19,Sin información,Desconocido,Rural,AFD_PP_2006_5013,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2006_5020
Cauca,Balboa,2006-09-08 00:00:00,2006,9,2.039527,-77.217142,19075,19,Sin información,Desconocido,Rural,AFD_PP_2006_5013,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2006_5026
Bolívar,Santa rosa del sur,2010-02-02 09:00:00,2010,2,7.963275,-74.051674,13688,13,Sin información,Desconocido,Rural,AFD_PP_2010_5009,Civil,Hombre,Herido,Menor de 18 años,Jugando,VIC_PP_2010_5014
Meta,Uribe,2009-05-13 13:50:00,2009,5,3.0508333333333333,-74.44111111111111,50370,50,Caminos,FARC,Rural,AFD_EIN_2009_570,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2009_840
Nariño,Santa cruz,2008-05-30 00:00:00,2008,5,1.22182,-77.677265,52699,52,Sin información,Desconocido,Rural,AFD_PP_2008_976,Civil,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2008_581
Nariño,Samaniego,2007-02-13 00:00:00,2007,2,1.337083,-77.59313,52678,52,Sin información,Desconocido,Rural,AFD_PP_2007_977,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2007_6580
Nariño,Samaniego,2006-11-09 00:00:00,2006,11,1.337083,-77.59313,52678,52,Sin información,Desconocido,Rural,AFD_PP_2006_978,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2006_6317
Arauca,Tame,2009-01-20 00:00:00,2009,1,6.461209,-71.730855,81794,81,Sin información,Desconocido,Rural,AFD_PP_2009_338,Civil,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2009_473
Arauca,Tame,2009-01-20 00:00:00,2009,1,6.461209,-71.730855,81794,81,Sin información,Desconocido,Rural,AFD_PP_2009_338,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2009_482
Norte de Santander,Tibú,2009-09-15 00:00:00,2009,9,8.639326,-72.735541,54810,54,Sin información,Desconocido,Rural,AFD_PP_2009_926,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2009_1374
Putumayo,Valle del guamuez,2008-08-08 10:40:00,2008,8,0.424591,-76.905657,86865,86,Sin información,Desconocido,Rural,AFD_PP_2008_251,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_675
Putumayo,Valle del guamuez,2008-08-08 10:40:00,2008,8,0.424591,-76.905657,86865,86,Sin información,Desconocido,Rural,AFD_PP_2008_251,Civil,Hombre,Herido,Mayor de 18 años,Erradicacion de cultivos ilicitos,VIC_PP_2008_377
Antioquia,San luis,2008-10-07 13:00:00,2008,10,6.058611111111111,-75.06555555555556,5660,5,Quebradas,FARC,Rural,AFD_EIN_2008_168,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_266
Caquetá,San josé del fragua,2009-03-06 15:30:00,2009,3,1.27055555555556,-76.1913888888889,18610,18,Sin información,FARC,Rural,AFD_EIN_2009_442,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2009_628
Valle del Cauca,Pradera,2009-02-28 07:30:00,2009,2,3.433,-76.083,76563,76,Sin información,FARC,Rural,AFD_EIN_2009_443,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2009_629
Huila,Palermo,2008-12-28 05:45:00,2008,12,2.8929869444444445,-75.44086194444445,41524,41,Sin información,FARC,Rural,AFD_EIN_2008_316,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_455
Huila,Palermo,2008-12-28 05:45:00,2008,12,2.8929869444444445,-75.44086194444445,41524,41,Sin información,FARC,Rural,AFD_EIN_2008_316,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_456
Huila,Palermo,2008-12-28 05:45:00,2008,12,2.8929869444444445,-75.44086194444445,41524,41,Sin información,FARC,Rural,AFD_EIN_2008_316,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_457
Huila,Palermo,2008-12-28 05:45:00,2008,12,2.8929869444444445,-75.44086194444445,41524,41,Sin información,FARC,Rural,AFD_EIN_2008_316,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_458
Huila,Palermo,2008-12-28 05:45:00,2008,12,2.8929869444444445,-75.44086194444445,41524,41,Sin información,FARC,Rural,AFD_EIN_2008_316,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_459
Córdoba,Tierralta,2008-11-18 09:15:00,2008,11,7.445833333333334,-76.14361111111111,23807,23,Sin información,FARC,Rural,AFD_EIN_2008_237,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_359
Córdoba,Tierralta,2008-11-18 09:15:00,2008,11,7.445833333333334,-76.14361111111111,23807,23,Sin información,FARC,Rural,AFD_EIN_2008_237,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_361
Córdoba,Tierralta,2008-11-18 09:15:00,2008,11,7.445833333333334,-76.14361111111111,23807,23,Sin información,FARC,Rural,AFD_EIN_2008_237,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_360
Antioquia,Anorí,2008-12-08 12:00:00,2008,12,7.222222222222222,-75.05833333333334,5040,5,Cerros,FARC,Rural,AFD_EIN_2008_308,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_443
Antioquia,Anorí,2008-12-08 12:00:00,2008,12,7.222222222222222,-75.05833333333334,5040,5,Cerros,FARC,Rural,AFD_EIN_2008_308,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_444
Antioquia,Anorí,2008-12-08 12:00:00,2008,12,7.222222222222222,-75.05833333333334,5040,5,Cerros,FARC,Rural,AFD_EIN_2008_308,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2008_445
Nariño,Samaniego,2009-04-05 07:40:00,2009,4,1.337083,-77.59313,52678,52,Sin información,Desconocido,Rural,AFD_PP_2009_552,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2009_807
Nariño,Samaniego,2009-04-05 07:40:00,2009,4,1.337083,-77.59313,52678,52,Sin información,Desconocido,Rural,AFD_PP_2009_552,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2009_808
Nariño,Samaniego,2009-04-05 07:40:00,2009,4,1.337083,-77.59313,52678,52,Sin información,Desconocido,Rural,AFD_PP_2009_552,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2009_809
Nariño,Samaniego,2009-04-05 07:40:00,2009,4,1.337083,-77.59313,52678,52,Sin información,Desconocido,Rural,AFD_PP_2009_552,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2009_810
Nariño,Samaniego,2009-08-25 19:50:00,2009,8,1.4791666666666667,-77.76388888888889,52678,52,Sin información,ELN,Rural,AFD_EIN_2009_748,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2009_1114
Antioquia,Ituango,2010-03-30 13:30:00,2010,3,7.3694444444444445,-75.77694444444444,5361,5,Sendero,FARC,Rural,AFD_EIN_2010_980,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1452
Antioquia,Ituango,2010-03-30 13:30:00,2010,3,7.3694444444444445,-75.77694444444444,5361,5,Sendero,FARC,Rural,AFD_EIN_2010_980,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1451
Vaupés,Carurú,2010-03-28 14:40:00,2010,3,1.115,-71.56083333333333,97161,97,Sin información,FARC,Rural,AFD_EIN_2010_981,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1453
Antioquia,Tarazá,2010-03-29 12:05:00,2010,3,7.491666666666666,-75.47361111111111,5790,5,Sin información,FARC,Rural,AFD_EIN_2010_982,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1454
Guaviare,San josé del guaviare,2010-03-31 08:30:00,2010,3,2.8019444444444446,-71.81972222222223,95001,95,Sin información,FARC,Rural,AFD_EIN_2010_983,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1455
Antioquia,Tarazá,2010-03-28 13:30:00,2010,3,7.448333333333333,-75.45333333333333,5790,5,Sin información,FARC,Rural,AFD_EIN_2010_984,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1456
Norte de Santander,El tarra,2008-08-21 00:00:00,2008,8,8.574766,-73.097044,54250,54,Sin información,Desconocido,Rural,AFD_PP_2008_5011,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_5017
Norte de Santander,El tarra,2008-08-21 00:00:00,2008,8,8.574766,-73.097044,54250,54,Sin información,Desconocido,Rural,AFD_PP_2008_5011,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_5025
Norte de Santander,El tarra,2008-08-21 00:00:00,2008,8,8.574766,-73.097044,54250,54,Sin información,Desconocido,Rural,AFD_PP_2008_5011,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_5024
Nariño,Samaniego,2010-03-26 08:20:00,2010,3,1.5258333333333334,-77.77944444444445,52678,52,Sin información,ELN,Rural,AFD_EIN_2010_985,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1457
Nariño,Samaniego,2010-03-26 08:20:00,2010,3,1.5258333333333334,-77.77944444444445,52678,52,Sin información,ELN,Rural,AFD_EIN_2010_985,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1459
Antioquia,Ituango,2010-03-24 09:15:00,2010,3,7.286388888888889,-75.95944444444444,5361,5,Sin información,Desconocido,Rural,AFD_EIN_2010_986,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1460
Antioquia,Ituango,2010-03-22 12:00:00,2010,3,7.341388888888889,-75.95,5361,5,Sin información,FARC,Rural,AFD_EIN_2010_987,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1461
Meta,Vistahermosa,2010-03-22 16:45:00,2010,3,3.033888888888889,-73.885,50711,50,Sin información,FARC,Rural,AFD_EIN_2010_988,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1462
Norte de Santander,Hacarí,2010-03-25 08:00:00,2010,3,8.342777777777778,-73.05,54344,54,Sin información,FARC,Rural,AFD_EIN_2010_990,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1464
Huila,Isnos,2010-03-25 14:25:00,2010,3,1.929816,-76.216388,41359,41,Sin información,FARC,Rural,AFD_EIN_2010_991,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1465
Norte de Santander,Ábrego,2010-03-22 12:30:00,2010,3,8.248055555555556,-73.03972222222222,54003,54,Caminos,Guerrilla No Identificada,Rural,AFD_EIN_2010_992,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1466
Norte de Santander,Hacarí,2010-04-09 09:15:00,2010,4,8.37138888888889,-73.0261111111111,54344,54,Sin información,FARC,Rural,AFD_EIN_2010_993,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1467
Cauca,Corinto,2010-04-03 11:00:00,2010,4,3.1686111111111113,-76.18027777777777,19212,19,Sendero,FARC,Rural,AFD_EIN_2010_994,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1468
Cauca,Corinto,2010-04-03 11:00:00,2010,4,3.1686111111111113,-76.18027777777777,19212,19,Sendero,FARC,Rural,AFD_EIN_2010_994,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1469
Cauca,Corinto,2010-04-03 11:00:00,2010,4,3.1686111111111113,-76.18027777777777,19212,19,Sendero,FARC,Rural,AFD_EIN_2010_994,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1470
Cauca,Corinto,2010-04-03 11:00:00,2010,4,3.1686111111111113,-76.18027777777777,19212,19,Sendero,FARC,Rural,AFD_EIN_2010_994,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1472
Arauca,Tame,2010-04-04 07:52:00,2010,4,6.486666666666666,-71.38388888888889,81794,81,Caños,FARC,Rural,AFD_EIN_2010_995,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1473
Norte de Santander,Ábrego,2010-04-04 10:10:00,2010,4,8.248055555555556,-73.04,54003,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_996,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1474
Norte de Santander,Ábrego,2010-04-04 10:10:00,2010,4,8.248055555555556,-73.04,54003,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_996,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1475
Norte de Santander,Ábrego,2010-04-04 10:10:00,2010,4,8.248055555555556,-73.04,54003,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_996,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1476
Norte de Santander,Ábrego,2010-04-04 10:10:00,2010,4,8.248055555555556,-73.04,54003,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_996,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1477
Norte de Santander,Ábrego,2010-04-04 12:45:00,2010,4,8.245833333333334,-73.0325,54003,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_997,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1478
Norte de Santander,Ábrego,2010-04-04 12:45:00,2010,4,8.245833333333334,-73.0325,54003,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_997,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1479
Norte de Santander,Hacarí,2010-04-05 07:30:00,2010,4,8.378055555555555,-73.02805555555555,54344,54,Sin información,FARC,Rural,AFD_EIN_2010_998,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1480
Arauca,Arauquita,2010-04-05 09:00:00,2010,4,6.810555555555555,-71.08722222222222,81065,81,Sin información,FARC,Rural,AFD_EIN_2010_999,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1481
Arauca,Arauquita,2010-04-05 09:00:00,2010,4,6.810555555555555,-71.08722222222222,81065,81,Sin información,FARC,Rural,AFD_EIN_2010_999,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1484
Antioquia,Urrao,2010-04-06 13:48:00,2010,4,6.546666666666667,-76.43916666666667,5847,5,Cerros,FARC,Rural,AFD_EIN_2010_1000,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1485
Valle del Cauca,Florida,2010-04-07 11:35:00,2010,4,3.266388888888889,-76.11583333333333,76275,76,Sin información,FARC,Rural,AFD_EIN_2010_1001,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1486
Antioquia,Valdivia,2010-04-08 10:10:00,2010,4,7.328611111111111,-75.2936111111111,5854,5,Sin información,FARC,Rural,AFD_EIN_2010_1002,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1487
Nariño,Samaniego,2009-07-20 09:00:00,2009,7,1.337083,-77.59313,52678,52,Sin información,Desconocido,Rural,AFD_PP_2009_676,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2009_1015
Norte de Santander,San calixto,2010-04-19 09:00:00,2010,4,8.457222222222223,-73.11805555555556,54670,54,Sin información,Guerrilla No Identificada,Rural,AFD_EIN_2010_1003,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1488
Valle del Cauca,Tuluá,2010-04-19 10:25:00,2010,4,4.027777777777778,-76.1,76834,76,Sin información,FARC,Rural,AFD_EIN_2010_1004,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1489
Caquetá,Montañita,2010-04-17 09:10:00,2010,4,1.03583333333333,-75.1255555555556,18410,18,Sin información,FARC,Rural,AFD_EIN_2010_1005,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1490
Valle del Cauca,Florida,2010-04-16 18:00:00,2010,4,3.241388888888889,-76.1036111111111,76275,76,Sendero,FARC,Rural,AFD_EIN_2010_1006,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1491
Nariño,Samaniego,2010-04-13 12:45:00,2010,4,1.4738888888888888,-77.82222222222222,52678,52,Sin información,ELN,Rural,AFD_EIN_2010_1007,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1492
Antioquia,Tarazá,2010-04-14 10:00:00,2010,4,7.416666666666667,-75.43805555555555,5790,5,Sin información,FARC,Rural,AFD_EIN_2010_1008,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1493
Meta,Mesetas,2010-04-14 14:30:00,2010,4,3.235,-74.07472222222222,50330,50,Sin información,FARC,Rural,AFD_EIN_2010_1009,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1494
Antioquia,Ituango,2010-04-12 14:10:00,2010,4,7.2811111111111115,-75.94638888888889,5361,5,Caminos,Desconocido,Rural,AFD_EIN_2010_1010,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1495
Nariño,Samaniego,2010-04-11 09:45:00,2010,4,1.4708333333333332,-77.84333333333333,52678,52,Cerros,ELN,Rural,AFD_EIN_2010_1011,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1496
Nariño,Samaniego,2008-03-13 00:00:00,2008,3,1.337083,-77.59313,52678,52,Sin información,Guerrilla No Identificada,Rural,AFD_GN52_2008_202,Civil,Hombre,Herido,Mayor de 18 años,Transito por via usual,VIC_GN52_2008_202
Nariño,Samaniego,2010-04-15 15:00:00,2010,4,1.4730555555555556,-77.83666666666667,52678,52,Sin información,ELN,Rural,AFD_EIN_2010_1012,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1497
Meta,Vistahermosa,2008-11-28 13:10:00,2008,11,3.125088,-73.752373,50711,50,Sin información,Desconocido,Rural,AFD_PP_2008_423,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_605
Meta,Vistahermosa,2008-11-28 13:10:00,2008,11,3.125088,-73.752373,50711,50,Sin información,Desconocido,Rural,AFD_PP_2008_423,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_606
Meta,Vistahermosa,2008-11-28 13:10:00,2008,11,3.125088,-73.752373,50711,50,Sin información,Desconocido,Rural,AFD_PP_2008_423,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_607
Antioquia,Apartadó,2010-05-10 09:30:00,2010,5,7.941666666666666,-76.51555555555555,5045,5,Sin información,FARC,Rural,AFD_EIN_2010_1013,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1498
Antioquia,Apartadó,2010-05-10 09:30:00,2010,5,7.941666666666666,-76.51555555555555,5045,5,Sin información,FARC,Rural,AFD_EIN_2010_1013,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1499
Nariño,Samaniego,2010-05-08 08:00:00,2010,5,1.4927777777777778,-77.71722222222222,52678,52,Viviendas abandonadas,ELN,Rural,AFD_EIN_2010_1014,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1500
Nariño,Samaniego,2010-05-08 08:00:00,2010,5,1.4927777777777778,-77.71722222222222,52678,52,Viviendas abandonadas,ELN,Rural,AFD_EIN_2010_1014,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1501
Nariño,Samaniego,2010-05-08 08:00:00,2010,5,1.4927777777777778,-77.71722222222222,52678,52,Viviendas abandonadas,ELN,Rural,AFD_EIN_2010_1014,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1502
Valle del Cauca,Florida,2010-05-12 09:40:00,2010,5,3.2519444444444443,-76.10861111111112,76275,76,Sin información,FARC,Rural,AFD_EIN_2010_1015,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1503
Cauca,El tambo,2010-05-03 13:45:00,2010,5,2.4633333333333334,-77.05972222222222,19256,19,Sin información,ELN,Rural,AFD_EIN_2010_1016,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1504
Vichada,Cumaribo,2010-05-05 07:40:00,2010,5,3.799166666666667,-70.59277777777778,99773,99,Sin información,FARC,Rural,AFD_EIN_2010_1017,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1505
Cauca,Caloto,2010-05-04 17:50:00,2010,5,3.096388888888889,-76.30388888888889,19142,19,Sin información,FARC,Rural,AFD_EIN_2010_1018,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1507
Cauca,Caloto,2010-05-04 17:50:00,2010,5,3.096388888888889,-76.30388888888889,19142,19,Sin información,FARC,Rural,AFD_EIN_2010_1018,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1508
Cauca,Caloto,2010-05-04 17:50:00,2010,5,3.096388888888889,-76.30388888888889,19142,19,Sin información,FARC,Rural,AFD_EIN_2010_1018,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1509
Cauca,Caloto,2010-05-04 17:50:00,2010,5,3.096388888888889,-76.30388888888889,19142,19,Sin información,FARC,Rural,AFD_EIN_2010_1018,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1506
Cauca,Caloto,2010-05-04 17:50:00,2010,5,3.096388888888889,-76.30388888888889,19142,19,Sin información,FARC,Rural,AFD_EIN_2010_1018,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1510
Norte de Santander,Tibú,2010-05-06 08:45:00,2010,5,8.78,-72.73388888888888,54810,54,Sin información,ELN,Rural,AFD_EIN_2010_1019,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_EIN_2010_1511
