Departamento,Municipio,Fecha del accidente,Año,Mes,Latitude,Longitude,Cod_dane_muni,Cod_dane_depto,Tipo de lugar,Presunto actor responsable,Tipo de área,Id_imsma evento,Condicion,Genero,Estado,Rango de edad,Actividad,Id_imsma_victima
Cauca,Jambaló,2006-03-18 00:00:00,2006,3,2.776824,-76.324799,19364,19,Sin información,FARC,Rural,ACF_PP_2006_1645059,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5420
Cauca,Jambaló,2006-03-18 00:00:00,2006,3,2.776824,-76.324799,19364,19,Sin información,FARC,Rural,ACF_PP_2006_1645059,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5448
Cauca,Jambaló,2006-03-18 00:00:00,2006,3,2.776824,-76.324799,19364,19,Sin información,FARC,Rural,ACF_PP_2006_1645059,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5421
La Guajira,Dibulla,2005-04-25 06:40:00,2005,4,11.110556,-73.643056,44090,44,Sin información,Desconocido,Rural,ACF_PP_2005_1644662,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4659
La Guajira,Dibulla,2005-04-25 06:40:00,2005,4,11.110556,-73.643056,44090,44,Sin información,Desconocido,Rural,ACF_PP_2005_1644662,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4658
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5731
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5728
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5725
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5920
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5730
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2006_5733
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5724
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5727
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5922
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5729
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5921
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5723
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5726
Cauca,Piendamó,2006-05-21 13:10:00,2006,5,2.74333333333333,-76.5775,19548,19,Sin información,FARC,Rural,ACF_PP_2006_1645210,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2006_5732
Antioquia,Tarazá,2004-04-07 00:00:00,2004,4,7.582546,-75.400212,5790,5,Sin información,Desconocido,Rural,ACF_PP_2004_1644609,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2004_4542
Antioquia,Jardín,2004-03-27 00:00:00,2004,3,5.598519,-75.819064,5364,5,Sin información,Desconocido,Rural,ACF_PP_2004_1614,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2004_3429
Caquetá,San vicente del caguán,2007-09-17 11:00:00,2007,9,2.584444,-74.710278,18753,18,Sin información,FARC,Rural,ACF_PP_2007_1646134,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7388
Bolívar,San pablo,1992-07-11 00:00:00,1992,7,7.483919,-73.933361,13670,13,Sin información,Desconocido,Rural,ACF_PP_1992_241,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1992_882
Antioquia,El bagre,2001-01-19 00:00:00,2001,1,7.597383,-74.809065,5250,5,Sin información,Desconocido,Rural,ACF_PP_2001_243,Civil,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2001_2088
Antioquia,El bagre,2001-01-19 00:00:00,2001,1,7.597383,-74.809065,5250,5,Sin información,Desconocido,Rural,ACF_PP_2001_243,Civil,Hombre,Muerto,Menor de 18 años,Sin Información,VIC_PP_2001_2089
Casanare,Aguazul,2007-02-21 11:00:00,2007,2,5.287778,-72.536389,85010,85,Sin información,ELN,Rural,ACF_PP_2007_1645622,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6546
Bolívar,San juan nepomuceno,2006-11-11 00:00:00,2006,11,9.975293,-75.079784,13657,13,Sin información,FARC,Rural,ACF_PP_2006_1645516,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_6349
Bolívar,San juan nepomuceno,2006-11-11 00:00:00,2006,11,9.975293,-75.079784,13657,13,Sin información,FARC,Rural,ACF_PP_2006_1645516,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_6350
Norte de Santander,Teorama,2006-08-09 08:10:00,2006,8,8.610556,-73.163889,54800,54,Sin información,ELN,Rural,ACF_PP_2006_1645374,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_6060
Vaupés,Mitú,2005-10-05 00:00:00,2005,10,1.249969,-70.235462,97001,97,Sin información,Desconocido,Rural,ACF_PP_2005_1644736,Civil,Mujer,Herido,Menor de 18 años,Sin Información,VIC_PP_2005_4804
Vaupés,Mitú,2005-10-05 00:00:00,2005,10,1.249969,-70.235462,97001,97,Sin información,Desconocido,Rural,ACF_PP_2005_1644736,Civil,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2005_4805
Santander,El peñón,2003-03-15 09:00:00,2003,3,6.128,-73.829,68250,68,Sin información,FARC,Rural,ACF_PP_2003_244,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_1883
Antioquia,San carlos,2007-01-19 00:00:00,2007,1,6.095,-74.907,5649,5,Sin información,FARC,Rural,ACF_PP_2007_1645581,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6473
Caldas,Samaná,2002-04-03 00:00:00,2002,4,5.411801,-74.989572,17662,17,Sin información,FARC,Rural,ACF_PP_2002_245,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2002_1245
Caldas,Samaná,2002-04-03 00:00:00,2002,4,5.411801,-74.989572,17662,17,Sin información,FARC,Rural,ACF_PP_2002_245,Civil,Mujer,Herido,Menor de 18 años,Sin Información,VIC_PP_2002_1246
Antioquia,Santo domingo,2001-10-24 00:00:00,2001,10,6.472199,-75.163778,5690,5,Sin información,Desconocido,Rural,ACF_PP_2001_1853,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2001_3844
Antioquia,Cocorná,2003-06-12 00:00:00,2003,6,6.058001,-75.185085,5197,5,Sin información,ELN,Rural,ACF_PP_2003_1840,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2003_3822
Córdoba,Tierralta,2007-08-17 00:00:00,2007,8,8.181547,-76.052223,23807,23,Sin información,Desconocido,Rural,ACF_PP_2007_1646181,Civil,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2007_7477
Casanare,Hato corozal,2007-02-11 17:00:00,2007,2,6.124167,-72.021667,85125,85,Sin información,FARC,Rural,ACF_PP_2007_1645607,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6519
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_433
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_419
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_428
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_420
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_432
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_430
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_431
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_429
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_418
Bolívar,Morales,1995-03-24 00:00:00,1995,3,8.270279,-73.865805,13473,13,Sin información,Desconocido,Rural,ACF_PP_1995_247,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_1995_434
Antioquia,Murindó,2002-07-12 00:00:00,2002,7,6.976947,-76.818444,5475,5,Sin información,Desconocido,Rural,ACF_PP_2002_248,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2002_1982
Arauca,Arauquita,2005-04-29 09:30:00,2005,4,7.0175,-71.468056,81065,81,Sin información,FARC,Rural,ACF_PP_2005_1644740,Civil,Mujer,Herido,Menor de 18 años,Sin Información,VIC_PP_2005_5264
Arauca,Arauquita,2005-04-29 09:30:00,2005,4,7.0175,-71.468056,81065,81,Sin información,FARC,Rural,ACF_PP_2005_1644740,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4814
Arauca,Arauquita,2005-04-29 09:30:00,2005,4,7.0175,-71.468056,81065,81,Sin información,FARC,Rural,ACF_PP_2005_1644740,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2005_5265
Arauca,Arauquita,2005-04-29 09:30:00,2005,4,7.0175,-71.468056,81065,81,Sin información,FARC,Rural,ACF_PP_2005_1644740,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4813
Santander,Galán,1997-02-26 00:00:00,1997,2,6.635169,-73.286803,68296,68,Sin información,ELN,Rural,ACF_PP_1997_250,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_1997_1125
Córdoba,Puerto libertador,2008-02-05 12:00:00,2008,2,7.723179683,-75.689124223,23580,23,Sin información,Desconocido,Rural,ACF_PP_2008_1646218,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7530
Córdoba,Puerto libertador,2008-02-05 12:00:00,2008,2,7.723179683,-75.689124223,23580,23,Sin información,Desconocido,Rural,ACF_PP_2008_1646218,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7531
Córdoba,Puerto libertador,2008-02-05 12:00:00,2008,2,7.723179683,-75.689124223,23580,23,Sin información,Desconocido,Rural,ACF_PP_2008_1646218,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7532
Córdoba,Puerto libertador,2008-02-05 12:00:00,2008,2,7.723179683,-75.689124223,23580,23,Sin información,Desconocido,Rural,ACF_PP_2008_1646218,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7529
Córdoba,Puerto libertador,2008-02-05 12:00:00,2008,2,7.723179683,-75.689124223,23580,23,Sin información,Desconocido,Rural,ACF_PP_2008_1646218,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7528
Norte de Santander,Teorama,2006-02-06 12:00:00,2006,2,8.605278,-73.233889,54800,54,Sin información,FARC,Rural,ACF_PP_2006_1644977,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5280
Norte de Santander,Teorama,2006-02-06 12:00:00,2006,2,8.605278,-73.233889,54800,54,Sin información,FARC,Rural,ACF_PP_2006_1644977,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5281
Norte de Santander,Teorama,2006-02-06 12:00:00,2006,2,8.605278,-73.233889,54800,54,Sin información,FARC,Rural,ACF_PP_2006_1644977,Fuerza pública,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2006_5282
Meta,El dorado,2000-06-10 11:00:00,2000,6,3.7393,-73.835,50270,50,Sin información,Desconocido,Rural,ACF_PP_2000_251,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2000_192
Meta,El dorado,2000-06-10 11:00:00,2000,6,3.7393,-73.835,50270,50,Sin información,Desconocido,Rural,ACF_PP_2000_251,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2000_193
Arauca,Tame,2007-01-30 11:45:00,2007,1,6.461209,-71.730855,81794,81,Sin información,FARC,Rural,ACF_PP_2007_1645619,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2007_16540
Arauca,Tame,2007-01-30 11:45:00,2007,1,6.461209,-71.730855,81794,81,Sin información,FARC,Rural,ACF_PP_2007_1645619,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6634
Norte de Santander,Arboledas,2002-08-16 00:00:00,2002,8,7.64447617725,-72.804214354,54051,54,Sin información,Desconocido,Rural,ACF_PP_2002_252,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2002_1989
Meta,San juan de arama,2004-10-18 09:00:00,2004,10,3.319976,-73.861388,50683,50,Sin información,FARC,Rural,ACF_PP_2004_1702,Civil,Hombre,Herido,Mayor de 18 años,Cuidado de animales,VIC_PP_2004_3572
Meta,San juan de arama,2004-10-18 09:00:00,2004,10,3.319976,-73.861388,50683,50,Sin información,FARC,Rural,ACF_PP_2004_1702,Civil,Hombre,Herido,Menor de 18 años,Cuidado de animales,VIC_PP_2004_4030
Meta,San juan de arama,2004-10-18 09:00:00,2004,10,3.319976,-73.861388,50683,50,Sin información,FARC,Rural,ACF_PP_2004_1702,Civil,Hombre,Herido,Mayor de 18 años,Agricultura,VIC_PP_2004_4029
Meta,San juan de arama,2004-10-18 09:00:00,2004,10,3.319976,-73.861388,50683,50,Sin información,FARC,Rural,ACF_PP_2004_1702,Civil,Hombre,Muerto,Mayor de 18 años,Cuidado de animales,VIC_PP_2004_3571
Antioquia,Sonsón,1996-04-28 00:00:00,1996,4,5.709167,-75.310278,5756,5,Sin información,ELN,Rural,ACF_PP_1996_253,Civil,Hombre,Muerto,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_1996_303
Antioquia,Sonsón,1996-04-28 00:00:00,1996,4,5.709167,-75.310278,5756,5,Sin información,ELN,Rural,ACF_PP_1996_253,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_1996_304
Caquetá,San vicente del caguán,2003-05-12 00:00:00,2003,5,2.120008,-74.768227,18753,18,Sin información,FARC,Rural,ACF_PP_2003_254,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2177
Caquetá,San vicente del caguán,2003-05-12 00:00:00,2003,5,2.120008,-74.768227,18753,18,Sin información,FARC,Rural,ACF_PP_2003_254,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2003_2178
Meta,Villavicencio,2000-12-17 00:00:00,2000,12,4.155378,-73.624479,50001,50,Sin información,FARC,Rural,ACF_PP_2000_255,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2000_185
Antioquia,Ituango,2005-01-18 12:00:00,2005,1,7.400556,-75.730833,5361,5,Sin información,FARC,Rural,ACF_PP_2005_1644440,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4230
Antioquia,Sonsón,2003-05-16 00:00:00,2003,5,5.709167,-75.310278,5756,5,Sin información,Desconocido,Rural,ACF_PP_2003_1347,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2003_2995
Tolima,Dolores,2006-02-09 12:30:00,2006,2,3.658889,-74.754167,73236,73,Sin información,FARC,Rural,ACF_PP_2006_1644969,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_5259
Santander,Landázuri,2000-10-04 00:00:00,2000,10,6.218214,-73.811182,68385,68,Sin información,Desconocido,Rural,ACF_PP_2000_256,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2000_1717
Arauca,Fortul,2000-01-24 00:00:00,2000,1,6.792924,-71.770658,81300,81,Sin información,Desconocido,Rural,ACF_PP_2000_257,Civil,Hombre,Herido,Mayor de 18 años,Otra,VIC_PP_2000_1728
Cesar,La jagua de ibirico,2005-10-31 00:00:00,2005,10,9.560655,-73.33274,20400,20,Sin información,Desconocido,Rural,ACF_PP_2005_1645146,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2005_5582
Vaupés,Mitú,2003-06-09 00:00:00,2003,6,1.249969,-70.235462,97001,97,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2003_258,Civil,Hombre,Herido,Mayor de 18 años,"Recogiendo comida, agua ó  madera",VIC_PP_2003_2144
Arauca,Tame,2007-07-28 14:00:00,2007,7,6.436111,-71.352778,81794,81,Sin información,FARC,Rural,ACF_PP_2007_1645941,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7074
Antioquia,Yolombó,2002-01-18 00:00:00,2002,1,6.729722,-75.0475,5890,5,Sin información,ELN,Rural,ACF_PP_2002_259,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2002_2206
Antioquia,Nariño,2007-11-08 11:40:00,2007,11,5.605833,-75.256389,5483,5,Sin información,FARC,Rural,ACF_PP_2007_1646122,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2007_7373
Caquetá,San vicente del caguán,2002-04-08 00:00:00,2002,4,2.120008,-74.768227,18753,18,Sin información,FARC,Rural,ACF_PP_2002_260,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2002_1251
Caquetá,San vicente del caguán,2002-04-08 00:00:00,2002,4,2.120008,-74.768227,18753,18,Sin información,FARC,Rural,ACF_PP_2002_260,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2002_1252
Meta,Acacías,2001-10-05 00:00:00,2001,10,3.991043,-73.765966,50006,50,Sin información,Desconocido,Rural,ACF_PP_2001_261,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2001_623
Meta,Acacías,2001-10-05 00:00:00,2001,10,3.991043,-73.765966,50006,50,Sin información,Desconocido,Rural,ACF_PP_2001_261,Fuerza pública,Hombre,Muerto,Mayor de 18 años,Fuerza pública,VIC_PP_2001_622
Meta,Acacías,2001-10-05 00:00:00,2001,10,3.991043,-73.765966,50006,50,Sin información,Desconocido,Rural,ACF_PP_2001_261,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2001_624
Meta,Vistahermosa,2006-02-20 00:00:00,2006,2,3.125088,-73.752373,50711,50,Sin información,Desconocido,Rural,ACF_PP_2006_1645168,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2006_5637
Cauca,Santander de quilichao,2003-05-05 00:00:00,2003,5,3.036983,-76.479644,19698,19,Sin información,Guerrilla No Identificada,Rural,ACF_PP_2003_262,Civil,Hombre,Herido,Menor de 18 años,Sin Información,VIC_PP_2003_2308
Antioquia,Remedios,2002-05-27 00:00:00,2002,5,6.925,-74.821,5604,5,Sin información,ELN,Rural,ACF_PP_2002_263,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2002_1497
Antioquia,Remedios,2002-05-27 00:00:00,2002,5,6.925,-74.821,5604,5,Sin información,ELN,Rural,ACF_PP_2002_263,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2002_1496
Magdalena,Fundación,2002-03-27 00:00:00,2002,3,10.514417,-74.203654,47288,47,Sin información,Desconocido,Rural,ACF_PP_2002_264,Civil,Hombre,Muerto,Mayor de 18 años,Sin Información,VIC_PP_2002_1231
Cauca,Toribío,2004-02-16 18:30:00,2004,2,3.014167,-76.230833,19821,19,Sin información,FARC,Rural,ACF_PP_2004_1428,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2004_3124
Santander,Sucre,2003-03-18 00:00:00,2003,3,5.912279,-73.795553,68773,68,Sin información,ELN,Rural,ACF_PP_2003_265,Civil,Hombre,Muerto,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2003_1891
Putumayo,Puerto asís,2002-10-27 00:00:00,2002,10,0.502569,-76.49818,86568,86,Sin información,FARC,Rural,ACF_PP_2002_266,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2002_1636
Cauca,Miranda,2007-01-18 11:00:00,2007,1,3.215278,-76.175278,19455,19,Sin información,FARC,Rural,ACF_PP_2007_1645580,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2007_6472
Arauca,Tame,2005-03-12 12:40:00,2005,3,6.461209,-71.730855,81794,81,Sin información,Desconocido,Rural,ACF_PP_2005_1644345,Civil,Hombre,Muerto,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2005_4055
Antioquia,Anorí,2008-02-09 00:00:00,2008,2,7.07446355897,-75.149787734,5040,5,Sin información,Desconocido,Rural,ACF_PP_2008_1646227,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7551
Antioquia,Anorí,2008-02-09 00:00:00,2008,2,7.07446355897,-75.149787734,5040,5,Sin información,Desconocido,Rural,ACF_PP_2008_1646227,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7552
Antioquia,Anorí,2008-02-09 00:00:00,2008,2,7.07446355897,-75.149787734,5040,5,Sin información,Desconocido,Rural,ACF_PP_2008_1646227,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7554
Antioquia,Anorí,2008-02-09 00:00:00,2008,2,7.07446355897,-75.149787734,5040,5,Sin información,Desconocido,Rural,ACF_PP_2008_1646227,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7553
Antioquia,Anorí,2008-02-09 00:00:00,2008,2,7.07446355897,-75.149787734,5040,5,Sin información,Desconocido,Rural,ACF_PP_2008_1646227,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7556
Antioquia,Anorí,2008-02-09 00:00:00,2008,2,7.07446355897,-75.149787734,5040,5,Sin información,Desconocido,Rural,ACF_PP_2008_1646227,Civil,Hombre,Muerto,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7550
Antioquia,Anorí,2008-02-09 00:00:00,2008,2,7.07446355897,-75.149787734,5040,5,Sin información,Desconocido,Rural,ACF_PP_2008_1646227,Civil,Hombre,Herido,Mayor de 18 años,Erradicador manual - PCI,VIC_PP_2008_7555
Antioquia,Ituango,2005-09-26 00:00:00,2005,9,7.171637,-75.764403,5361,5,Sin información,Desconocido,Rural,ACF_PP_2005_1644703,Civil,Hombre,Herido,Mayor de 18 años,Trabajos de casa,VIC_PP_2005_4730
Antioquia,Turbo,2003-03-08 00:00:00,2003,3,8.09915965147,-76.7392323702,5837,5,Sin información,FARC,Rural,ACF_PP_2003_269,Civil,Hombre,Herido,Mayor de 18 años,"Pasando, estando cerca",VIC_PP_2003_2098
Norte de Santander,Hacarí,2006-12-12 10:33:00,2006,12,8.363056,-73.023889,54344,54,Sin información,FARC,Rural,ACF_PP_2006_1645547,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2006_6401
Cundinamarca,Chaguaní,2002-08-22 00:00:00,2002,8,4.95241,-74.591844,25168,25,Sin información,FARC,Rural,ACF_PP_2002_270,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2002_1526
Santander,California,2003-03-03 00:00:00,2003,3,7.347952,-72.945453,68132,68,Sin información,Desconocido,Rural,ACF_PP_2003_272,Civil,Hombre,Herido,Mayor de 18 años,Sin Información,VIC_PP_2003_2521
Antioquia,Valdivia,2005-09-02 17:00:00,2005,9,7.2475,-75.301667,5854,5,Sin información,FARC,Rural,ACF_PP_2005_1644667,Fuerza pública,Hombre,Herido,Mayor de 18 años,Fuerza pública,VIC_PP_2005_4670
